pm25,pm10,so2,no2,co,纬度,经度, 
0.29,0.34,0.06,0.4,0.13,35.22,80.75, 
0.28,0.32,0.05,0.36,0.13,35.25,80.91, 
0.27,0.31,0.05,0.34,0.13,35.28,81.07, 
0.28,0.31,0.05,0.32,0.14,35.31,81.23, 
0.29,0.32,0.06,0.31,0.14,35.34,81.4, 
0.33,0.35,0.07,0.3,0.14,35.37,81.56, 
0.36,0.39,0.07,0.3,0.14,35.4,81.72, 
0.38,0.41,0.07,0.29,0.14,35.43,81.88, 
0.4,0.42,0.07,0.28,0.14,35.46,82.05, 
0.39,0.41,0.07,0.26,0.14,35.49,82.21, 
0.38,0.4,0.06,0.25,0.13,35.51,82.37, 
0.38,0.4,0.06,0.24,0.13,35.54,82.54, 
0.38,0.4,0.06,0.24,0.13,35.57,82.7, 
0.37,0.4,0.06,0.23,0.13,35.6,82.86, 
0.37,0.39,0.06,0.22,0.13,35.63,83.03, 
0.38,0.4,0.06,0.22,0.13,35.66,83.19, 
0.39,0.41,0.06,0.22,0.13,35.68,83.35, 
0.41,0.44,0.06,0.21,0.13,35.71,83.52, 
0.45,0.47,0.06,0.21,0.13,35.74,83.68, 
0.5,0.52,0.06,0.21,0.13,35.76,83.85, 
0.57,0.59,0.06,0.21,0.13,35.79,84.01, 
0.65,0.67,0.07,0.21,0.13,35.82,84.17, 
0.75,0.77,0.07,0.21,0.13,35.84,84.34, 
0.82,0.85,0.07,0.21,0.13,35.87,84.5, 
0.9,0.93,0.07,0.22,0.13,35.9,84.67, 
1.01,1.04,0.07,0.22,0.14,35.92,84.83, 
1.07,1.1,0.07,0.22,0.14,35.95,85, 
1.07,1.1,0.07,0.22,0.14,35.97,85.16, 
1.04,1.07,0.07,0.21,0.14,36,85.33, 
1.02,1.05,0.07,0.21,0.14,36.02,85.49, 
0.97,1.01,0.07,0.21,0.13,36.05,85.66, 
0.93,0.96,0.07,0.2,0.13,36.07,85.82, 
0.88,0.91,0.06,0.2,0.13,36.1,85.99, 
0.8,0.83,0.06,0.19,0.13,36.12,86.15, 
0.76,0.78,0.06,0.18,0.13,36.14,86.32, 
0.73,0.75,0.06,0.18,0.13,36.17,86.48, 
0.71,0.73,0.05,0.17,0.13,36.19,86.65, 
0.69,0.71,0.05,0.17,0.13,36.21,86.82, 
0.67,0.69,0.05,0.17,0.13,36.24,86.98, 
0.63,0.65,0.05,0.16,0.13,36.26,87.15, 
0.6,0.62,0.05,0.16,0.13,36.28,87.31, 
0.58,0.59,0.05,0.15,0.13,36.3,87.48, 
0.56,0.58,0.05,0.15,0.13,36.33,87.65, 
0.54,0.56,0.04,0.15,0.13,36.35,87.81, 
0.54,0.56,0.04,0.14,0.13,36.37,87.98, 
0.54,0.56,0.04,0.14,0.13,36.39,88.15, 
0.54,0.56,0.04,0.14,0.13,36.41,88.31, 
0.53,0.55,0.04,0.14,0.13,36.43,88.48, 
0.52,0.54,0.04,0.14,0.13,36.46,88.65, 
0.53,0.55,0.04,0.14,0.13,36.48,88.81, 
0.54,0.56,0.04,0.14,0.13,36.5,88.98, 
0.54,0.56,0.05,0.15,0.13,36.52,89.15, 
0.51,0.53,0.04,0.15,0.13,36.54,89.31, 
0.49,0.51,0.04,0.14,0.13,36.56,89.48, 
0.47,0.49,0.04,0.14,0.13,36.58,89.65, 
0.46,0.48,0.04,0.14,0.13,36.6,89.82, 
0.48,0.5,0.04,0.14,0.13,36.62,89.98, 
0.47,0.49,0.04,0.14,0.13,36.63,90.15, 
0.46,0.48,0.04,0.14,0.13,36.65,90.32, 
0.46,0.48,0.04,0.14,0.13,36.67,90.49, 
0.48,0.5,0.04,0.14,0.13,36.69,90.65, 
0.5,0.53,0.05,0.14,0.13,36.71,90.82, 
0.53,0.55,0.05,0.14,0.13,36.73,90.99, 
0.55,0.57,0.05,0.15,0.13,36.74,91.16, 
0.55,0.58,0.05,0.15,0.13,36.76,91.32, 
0.55,0.57,0.05,0.15,0.13,36.78,91.49, 
0.52,0.55,0.05,0.15,0.13,36.8,91.66, 
0.49,0.51,0.05,0.14,0.13,36.81,91.83, 
0.45,0.47,0.05,0.14,0.13,36.83,92, 
0.69,0.72,0.05,0.14,0.13,36.85,92.17, 
0.98,1.01,0.06,0.15,0.13,36.86,92.33, 
1.18,1.21,0.06,0.15,0.13,36.88,92.5, 
1.24,1.27,0.06,0.15,0.13,36.89,92.67, 
1.26,1.29,0.06,0.15,0.13,36.91,92.84, 
1.42,1.45,0.06,0.16,0.13,36.92,93.01, 
6.93,6.96,0.06,0.16,0.13,36.94,93.18, 
7.97,8,0.05,0.17,0.13,36.95,93.35, 
3.93,3.97,0.07,0.2,0.13,36.97,93.51, 
0.82,0.9,0.13,0.26,0.13,36.98,93.68, 
0.9,1.03,0.22,0.36,0.13,37,93.85, 
1.39,1.59,0.36,0.52,0.13,37.01,94.02, 
1.76,2.02,0.47,0.63,0.13,37.03,94.19, 
2.02,2.33,0.55,0.69,0.13,37.04,94.36, 
2.16,2.47,0.6,0.68,0.13,37.05,94.53, 
2.16,2.46,0.6,0.63,0.13,37.07,94.7, 
2.1,2.36,0.58,0.55,0.13,37.08,94.87, 
2.02,2.26,0.56,0.52,0.13,37.09,95.04, 
1.95,2.18,0.56,0.53,0.13,37.1,95.21, 
1.91,2.14,0.56,0.53,0.14,37.12,95.37, 
1.91,2.13,0.56,0.49,0.13,37.13,95.54, 
1.94,2.15,0.57,0.45,0.13,37.14,95.71, 
2.02,2.23,0.59,0.43,0.13,37.15,95.88, 
2.09,2.29,0.6,0.45,0.14,37.16,96.05, 
2.22,2.43,0.67,0.5,0.14,37.18,96.22, 
2.41,2.65,0.83,0.6,0.14,37.19,96.39, 
2.56,2.83,1.03,0.8,0.14,37.2,96.56, 
2.94,3.32,1.79,1.3,0.14,37.21,96.73, 
3.23,3.69,2.35,1.69,0.14,37.22,96.9, 
3.42,3.99,2.67,1.99,0.15,37.23,97.07, 
3.99,4.76,3.83,2.9,0.17,37.24,97.24, 
4.24,5.08,4.5,3.19,0.17,37.25,97.41, 
3.15,3.62,2.69,1.85,0.14,37.26,97.58, 
2.62,2.97,1.94,1.3,0.14,37.27,97.75, 
2.37,2.66,1.57,1.01,0.14,37.28,97.92, 
2.34,2.62,1.46,0.9,0.14,37.29,98.09, 
2.33,2.59,1.34,0.84,0.13,37.29,98.26, 
2.3,2.56,1.2,0.81,0.13,37.3,98.43, 
2.26,2.54,1.16,0.85,0.14,37.31,98.6, 
2.1,2.36,1.12,0.79,0.13,37.32,98.77, 
2.07,2.32,1.11,0.84,0.13,37.33,98.94, 
2.45,2.8,1.25,1.18,0.14,37.33,99.11, 
2.36,2.69,1.18,1.08,0.14,37.34,99.28, 
2.28,2.59,1.1,0.99,0.14,37.35,99.45, 
2.19,2.47,1.03,0.89,0.14,37.36,99.62, 
2.12,2.38,0.96,0.83,0.14,37.36,99.79, 
2.13,2.4,0.92,0.83,0.14,37.37,99.96, 
2.36,2.65,0.96,0.95,0.14,37.38,100.14, 
2.36,2.63,0.9,0.91,0.14,37.38,100.31, 
2.43,2.71,0.88,0.98,0.14,37.39,100.48, 
2.59,2.89,0.91,1.16,0.14,37.39,100.65, 
2.55,2.84,0.86,1.04,0.14,37.4,100.82, 
2.41,2.68,0.8,0.94,0.14,37.4,100.99, 
2.44,2.73,0.79,0.96,0.14,37.41,101.16, 
2.91,3.29,0.85,1.25,0.15,37.41,101.33, 
3.59,4.13,1,1.6,0.17,37.42,101.5, 
4.23,5.06,1.13,2.05,0.2,37.42,101.67, 
4.26,5.08,1.06,2.13,0.2,37.43,101.84, 
4.55,5.67,0.98,2.44,0.22,37.43,102.01, 
4.68,6,0.9,2.53,0.24,37.43,102.18, 
4.89,6.46,0.85,2.7,0.26,37.44,102.35, 
6.19,8.48,1.15,3.39,0.29,37.44,102.52, 
9.39,13.39,1.88,5.43,0.37,37.44,102.69, 
11.99,17.1,2.38,7.3,0.45,37.45,102.87, 
12.91,18.12,2.74,7.79,0.47,37.45,103.04, 
14.84,20.6,3.21,8.44,0.5,37.45,103.21, 
16.79,23.25,3.6,8.81,0.53,37.45,103.38, 
19.81,27.67,4.45,9.86,0.57,37.46,103.55, 
20.69,28.98,5.32,10.53,0.56,37.46,103.72, 
21.82,30.73,6.87,12.22,0.55,37.46,103.89, 
25.67,37.52,15.64,23.31,0.59,37.46,104.06, 
32.57,51.32,19.17,29.21,0.77,37.46,104.23, 
33.41,53.62,16.3,25.77,0.77,37.46,104.4, 
34.54,56.21,15.13,26.42,0.77,37.46,104.57, 
35.88,60.28,15.11,30.11,0.78,37.46,104.74, 
36.72,63.65,15.53,34.39,0.78,37.46,104.91, 
37.17,67.55,16.5,37.52,0.77,37.46,105.09, 
36.03,66.76,15,35.35,0.75,37.46,105.26, 
34.59,65.38,13.8,33.27,0.71,37.46,105.43, 
33.82,66.7,13.94,33.67,0.68,37.46,105.6, 
31.21,64.05,10.98,24.4,0.65,37.46,105.77, 
29.86,62.24,9.78,20.53,0.63,37.46,105.94, 
28.23,58.42,9.21,17.81,0.58,37.46,106.11, 
27.24,55.6,9.07,15.96,0.56,37.46,106.28, 
26.6,52.55,9.41,15.14,0.55,37.46,106.45, 
26.84,50.63,9.93,15.19,0.54,37.45,106.62, 
28.84,51.08,11.67,16.44,0.54,37.45,106.79, 
30.29,50.16,12.59,13.99,0.51,37.45,106.96, 
30,46.7,12.18,9.89,0.47,37.45,107.13, 
30.48,45.42,12.84,9.51,0.43,37.44,107.31, 
29.8,43.3,13.53,9.81,0.41,37.44,107.48, 
28.87,41.99,14.28,10.94,0.42,37.44,107.65, 
27.67,41.06,14.75,12.31,0.45,37.43,107.82, 
26.06,38.67,14.85,13,0.49,37.43,107.99, 
24.77,36.85,15.66,13.97,0.54,37.43,108.16, 
24.64,37.74,18.49,17.59,0.66,37.42,108.33, 
24.17,38.78,18.38,19.94,0.74,37.42,108.5, 
24.74,41.39,18.59,23.09,0.81,37.41,108.67, 
26.55,46.7,20.9,29.8,0.94,37.41,108.84, 
28.8,53.2,21.94,34.49,1.07,37.4,109.01, 
31.35,59.85,22.97,38.46,1.19,37.4,109.18, 
33.84,66.21,25.06,43.02,1.31,37.39,109.35, 
36.19,70.78,27.79,46.97,1.36,37.39,109.52, 
39.8,77.63,31.62,51.6,1.39,37.38,109.69, 
44.58,85.38,35.01,56.39,1.41,37.38,109.87, 
50.1,93.31,37.5,60.29,1.4,37.37,110.04, 
54.78,99.82,40.79,63.58,1.42,37.36,110.21, 
61.09,109.15,47.63,67.41,1.46,37.36,110.38, 
68.71,122.53,59.56,69.47,1.51,37.35,110.55, 
91.77,168.79,101.53,71.16,1.88,37.34,110.72, 
91.58,162.66,90.04,71.36,1.75,37.33,110.89, 
88.28,150.25,69.81,71.13,1.55,37.33,111.06, 
87.66,147.97,65.18,73.54,1.48,37.32,111.23, 
87.03,149.64,65.87,75.5,1.47,37.31,111.4, 
93.96,170.66,72.55,79.47,1.67,37.3,111.57, 
107.24,208.83,97.88,85.37,2.15,37.29,111.74, 
109.9,220.08,90.5,87.69,2.2,37.29,111.91, 
110.27,221.73,60.95,90.48,1.95,37.28,112.08, 
109.58,214.25,46.25,87.64,1.73,37.27,112.25, 
123.86,223.61,43.29,79.74,1.82,37.26,112.42, 
126.31,223.68,41.27,76.69,1.86,37.25,112.59, 
120.63,215.4,36.65,75.18,1.8,37.24,112.76, 
110.98,196.92,31.22,71.89,1.61,37.23,112.93, 
106.33,187.71,27.42,67.17,1.5,37.22,113.1, 
104.99,185.89,26.2,65.58,1.49,37.21,113.27, 
101.3,179.17,23.73,63.91,1.41,37.2,113.44, 
98.49,174.46,20.21,62.45,1.33,37.19,113.61, 
102.83,185.03,18.53,64.51,1.33,37.18,113.78, 
111.27,206.25,18.31,68.1,1.39,37.16,113.95, 
123.61,238.09,18.39,70.6,1.54,37.15,114.12, 
153.08,301.85,22,72.61,1.99,37.14,114.29, 
171.92,348.2,19.52,73.23,2.14,37.13,114.46, 
176.12,368.47,15.67,71.73,2.07,37.12,114.63, 
165.72,357.56,13.37,68.99,1.84,37.1,114.79, 
156.89,343.09,13.42,67.47,1.78,37.09,114.96, 
150.4,326.9,14.19,66.73,1.75,37.08,115.13, 
147.74,320.16,15.16,67.14,1.78,37.07,115.3, 
147.89,326.01,16.49,68.46,1.91,37.05,115.47, 
145.48,322.44,17.86,69.53,1.92,37.04,115.64, 
143.65,313.92,18.45,70.05,1.83,37.03,115.81, 
155.6,324.95,20.17,73.29,1.9,37.01,115.98, 
168.3,338.84,21.74,77.96,2,37,116.15, 
171.95,344.65,21.57,79.25,2.08,36.98,116.32, 
174.88,348.82,21.69,80.44,2.12,36.97,116.49, 
178.91,353.33,22.03,80.6,2.15,36.95,116.65, 
188.8,363.99,23.56,83.1,2.2,36.94,116.82, 
191.33,365.36,23.74,83.21,2.2,36.92,116.99, 
187.82,356.99,24.01,80.13,2.16,36.91,117.16, 
183.29,345.6,24.43,75.19,2.12,36.89,117.33, 
192.25,356,26.09,76.34,2.22,36.88,117.5, 
201.06,366.34,27.35,77.37,2.3,36.86,117.67, 
201.78,363.43,27.77,75.71,2.29,36.85,117.83, 
194.88,347.31,26.2,70.65,2.16,36.83,118, 
188.04,333.8,24.19,65.83,2.04,36.81,118.17, 
184.07,327.01,22.14,62.35,1.95,36.8,118.34, 
182.91,328.37,20.78,60.82,1.93,36.78,118.51, 
176.25,324.17,19.89,59.23,1.88,36.76,118.68, 
165.15,315.08,19.09,57.37,1.83,36.74,118.84, 
159.98,315,19.15,56.32,1.84,36.73,119.01, 
148.52,299.17,17.42,52.96,1.74,36.71,119.18, 
134.36,272.24,14.51,47.79,1.58,36.69,119.35, 
125.83,256.96,12.95,44.16,1.51,36.67,119.51, 
118,243.73,11.73,41.46,1.45,36.65,119.68, 
111.41,231.43,10.75,39.36,1.39,36.63,119.85, 
105.69,221.47,9.75,37.08,1.32,36.62,120.02, 
98.15,207.8,8.93,34.47,1.23,36.6,120.18, 
89.63,193.11,8.24,31.64,1.13,36.58,120.35, 
81.74,178.22,7.69,29.26,1.05,36.56,120.52, 
72.69,154.79,8.41,25.74,0.92,36.54,120.69, 
66.23,130.92,10.52,22.65,0.8,36.52,120.85, 
0.62,0.66,0.08,2.03,0.13,34.86,78.29, 
0.59,0.63,0.08,1.81,0.13,34.9,78.45, 
0.56,0.6,0.08,1.64,0.13,34.93,78.61, 
0.56,0.6,0.09,1.5,0.13,34.97,78.77, 
0.53,0.57,0.09,1.31,0.13,35,78.93, 
0.49,0.53,0.09,1.14,0.13,35.03,79.09, 
0.48,0.52,0.09,1.07,0.14,35.06,79.25, 
0.5,0.54,0.09,1.01,0.14,35.1,79.41, 
0.58,0.64,0.13,1.06,0.14,35.13,79.57, 
0.59,0.65,0.13,1.02,0.14,35.16,79.74, 
0.34,0.54,0.07,0.6,0.14,35.19,79.9, 
0.4,0.56,0.09,0.59,0.14,35.22,80.06, 
0.36,0.46,0.07,0.51,0.14,35.26,80.22, 
0.32,0.38,0.06,0.43,0.14,35.29,80.38, 
0.3,0.35,0.06,0.39,0.13,35.32,80.55, 
0.29,0.33,0.06,0.37,0.13,35.35,80.71, 
0.29,0.32,0.06,0.34,0.13,35.38,80.87, 
0.3,0.34,0.06,0.33,0.13,35.41,81.03, 
0.33,0.36,0.06,0.32,0.14,35.44,81.2, 
0.38,0.41,0.07,0.32,0.14,35.47,81.36, 
0.43,0.46,0.08,0.32,0.14,35.5,81.52, 
0.47,0.51,0.08,0.31,0.14,35.53,81.68, 
0.5,0.53,0.08,0.3,0.14,35.56,81.85, 
0.51,0.54,0.08,0.29,0.14,35.59,82.01, 
0.5,0.53,0.08,0.28,0.13,35.62,82.17, 
0.46,0.49,0.07,0.25,0.13,35.65,82.34, 
0.45,0.48,0.07,0.24,0.13,35.68,82.5, 
0.44,0.46,0.07,0.24,0.13,35.7,82.66, 
0.43,0.45,0.06,0.23,0.13,35.73,82.83, 
0.44,0.46,0.06,0.23,0.13,35.76,82.99, 
0.46,0.48,0.07,0.22,0.13,35.79,83.16, 
0.48,0.5,0.06,0.22,0.13,35.82,83.32, 
0.54,0.56,0.07,0.22,0.13,35.84,83.48, 
0.62,0.64,0.07,0.22,0.13,35.87,83.65, 
0.72,0.74,0.07,0.21,0.13,35.9,83.81, 
0.84,0.86,0.07,0.22,0.13,35.92,83.98, 
0.99,1.02,0.08,0.22,0.13,35.95,84.14, 
1.12,1.15,0.08,0.22,0.13,35.98,84.31, 
1.21,1.24,0.08,0.23,0.14,36,84.47, 
1.28,1.31,0.08,0.23,0.14,36.03,84.64, 
1.36,1.4,0.08,0.23,0.14,36.05,84.8, 
1.38,1.41,0.08,0.24,0.14,36.08,84.97, 
1.34,1.37,0.08,0.23,0.14,36.11,85.13, 
1.28,1.31,0.08,0.23,0.14,36.13,85.3, 
1.26,1.29,0.08,0.22,0.14,36.16,85.46, 
1.2,1.23,0.08,0.21,0.14,36.18,85.63, 
1.14,1.17,0.07,0.21,0.13,36.21,85.79, 
1.05,1.08,0.07,0.2,0.13,36.23,85.96, 
0.77,0.79,0.06,0.17,0.14,36.25,86.12, 
0.88,0.9,0.06,0.18,0.13,36.28,86.29, 
0.86,0.88,0.06,0.18,0.13,36.3,86.46, 
0.85,0.87,0.06,0.18,0.13,36.32,86.62, 
0.84,0.86,0.06,0.18,0.13,36.35,86.79, 
0.81,0.83,0.06,0.17,0.13,36.37,86.95, 
0.77,0.79,0.06,0.16,0.13,36.39,87.12, 
0.73,0.75,0.05,0.16,0.13,36.42,87.29, 
0.7,0.72,0.05,0.15,0.13,36.44,87.45, 
0.69,0.7,0.05,0.15,0.13,36.46,87.62, 
0.68,0.7,0.05,0.15,0.13,36.48,87.79, 
0.69,0.7,0.05,0.15,0.13,36.5,87.95, 
0.69,0.71,0.05,0.15,0.13,36.53,88.12, 
0.7,0.72,0.05,0.15,0.13,36.55,88.29, 
0.68,0.7,0.05,0.15,0.13,36.57,88.45, 
0.69,0.71,0.05,0.15,0.13,36.59,88.62, 
0.69,0.71,0.05,0.15,0.13,36.61,88.79, 
0.71,0.73,0.05,0.16,0.13,36.63,88.95, 
0.7,0.72,0.05,0.16,0.13,36.65,89.12, 
0.7,0.72,0.05,0.15,0.13,36.67,89.29, 
0.68,0.7,0.05,0.15,0.13,36.69,89.46, 
0.66,0.68,0.05,0.15,0.13,36.71,89.62, 
0.64,0.66,0.05,0.15,0.13,36.73,89.79, 
0.64,0.66,0.05,0.15,0.13,36.75,89.96, 
0.65,0.67,0.05,0.15,0.13,36.77,90.13, 
0.63,0.65,0.05,0.16,0.13,36.79,90.29, 
0.65,0.67,0.05,0.16,0.13,36.81,90.46, 
0.71,0.74,0.05,0.16,0.13,36.82,90.63, 
0.76,0.78,0.05,0.16,0.13,36.84,90.8, 
0.78,0.8,0.05,0.16,0.13,36.86,90.97, 
0.77,0.8,0.05,0.16,0.13,36.88,91.13, 
0.75,0.78,0.05,0.15,0.13,36.9,91.3, 
0.72,0.75,0.05,0.15,0.13,36.91,91.47, 
0.66,0.69,0.05,0.15,0.13,36.93,91.64, 
0.61,0.63,0.05,0.14,0.13,36.95,91.81, 
0.66,0.69,0.05,0.14,0.13,36.96,91.98, 
1.07,1.1,0.06,0.16,0.13,36.98,92.15, 
1.3,1.33,0.06,0.16,0.13,37,92.31, 
1.45,1.48,0.06,0.16,0.13,37.01,92.48, 
1.55,1.58,0.06,0.18,0.13,37.03,92.65, 
1.6,1.64,0.07,0.19,0.13,37.04,92.82, 
1.95,1.99,0.07,0.18,0.13,37.06,92.99, 
8.24,8.28,0.07,0.17,0.13,37.07,93.16, 
9.13,9.17,0.06,0.16,0.13,37.09,93.33, 
4.3,4.35,0.08,0.19,0.13,37.1,93.5, 
1.43,1.51,0.14,0.26,0.13,37.12,93.67, 
1.27,1.43,0.27,0.39,0.13,37.13,93.83, 
1.56,1.78,0.39,0.51,0.13,37.15,94, 
1.83,2.09,0.48,0.58,0.13,37.16,94.17, 
2,2.28,0.53,0.6,0.13,37.17,94.34, 
2.04,2.32,0.55,0.58,0.13,37.19,94.51, 
2,2.27,0.54,0.55,0.13,37.2,94.68, 
1.94,2.18,0.53,0.54,0.13,37.21,94.85, 
1.91,2.15,0.52,0.56,0.14,37.23,95.02, 
1.93,2.17,0.52,0.61,0.14,37.24,95.19, 
1.98,2.22,0.53,0.64,0.14,37.25,95.36, 
2.04,2.28,0.53,0.63,0.14,37.26,95.53, 
2.08,2.32,0.53,0.61,0.14,37.28,95.7, 
2.1,2.32,0.53,0.57,0.14,37.29,95.87, 
2.13,2.35,0.54,0.54,0.14,37.3,96.04, 
2.24,2.46,0.57,0.54,0.14,37.31,96.21, 
2.32,2.56,0.61,0.57,0.14,37.32,96.38, 
2.39,2.65,0.72,0.68,0.14,37.33,96.55, 
2.57,2.91,1.24,1.01,0.14,37.34,96.72, 
2.88,3.34,2,1.56,0.15,37.35,96.89, 
3.56,4.3,3.08,2.51,0.17,37.36,97.06, 
5.01,6.39,6.39,5.04,0.22,37.37,97.23, 
6.39,8.21,9.65,7.35,0.23,37.38,97.4, 
3.85,4.61,4.57,3.13,0.16,37.39,97.57, 
2.86,3.31,2.62,1.66,0.14,37.4,97.74, 
2.42,2.76,1.91,1.2,0.14,37.41,97.91, 
2.3,2.6,1.68,1.05,0.14,37.42,98.08, 
2.25,2.53,1.59,1,0.14,37.43,98.25, 
2.21,2.48,1.43,0.93,0.14,37.44,98.42, 
2.16,2.43,1.31,0.89,0.14,37.45,98.59, 
2.12,2.38,1.28,0.89,0.14,37.45,98.76, 
2.11,2.37,1.28,0.92,0.14,37.46,98.93, 
2.32,2.65,1.31,1.11,0.14,37.47,99.1, 
2.26,2.57,1.2,1.03,0.14,37.48,99.27, 
2.2,2.49,1.11,0.94,0.14,37.48,99.44, 
2.1,2.36,0.99,0.82,0.14,37.49,99.62, 
1.99,2.22,0.89,0.73,0.14,37.5,99.79, 
1.93,2.16,0.81,0.69,0.14,37.51,99.96, 
2,2.23,0.78,0.71,0.14,37.51,100.13, 
2.11,2.34,0.78,0.77,0.14,37.52,100.3, 
2.2,2.45,0.77,0.84,0.14,37.52,100.47, 
2.35,2.62,0.8,0.98,0.14,37.53,100.64, 
2.37,2.64,0.79,0.98,0.14,37.53,100.81, 
2.32,2.58,0.75,0.93,0.14,37.54,100.98, 
2.35,2.63,0.73,0.96,0.14,37.54,101.15, 
2.67,3,0.76,1.12,0.15,37.55,101.32, 
2.98,3.43,0.75,1.27,0.16,37.55,101.49, 
3.24,3.87,0.75,1.46,0.18,37.56,101.66, 
3.32,4.01,0.7,1.65,0.19,37.56,101.84, 
3.52,4.42,0.67,1.89,0.2,37.57,102.01, 
3.73,4.81,0.71,1.98,0.21,37.57,102.18, 
4.12,5.54,0.75,2.27,0.23,37.57,102.35, 
7.65,11.32,1.64,4.21,0.31,37.58,102.52, 
15.26,23.61,3.5,9.06,0.52,37.58,102.69, 
22.76,34.96,5.35,14,0.72,37.58,102.86, 
20.39,30.38,4.58,11.94,0.65,37.59,103.03, 
19.79,28.56,4.29,10.51,0.61,37.59,103.2, 
20.3,28.52,4.3,9.6,0.59,37.59,103.37, 
22.42,31.1,4.76,9.79,0.61,37.59,103.55, 
22.68,31.07,5.25,9.88,0.58,37.59,103.72, 
22.73,30.92,6.11,10.25,0.55,37.6,103.89, 
24.23,33.51,10.31,14.29,0.55,37.6,104.06, 
30.02,44.93,15.26,22.21,0.68,37.6,104.23, 
29.9,46.03,14.06,20.87,0.66,37.6,104.4, 
30.42,47.89,13.23,21.17,0.65,37.6,104.57, 
31.41,50.94,13.19,24.08,0.67,37.6,104.74, 
32.59,54.85,13.87,28.86,0.68,37.6,104.91, 
36.82,68.18,19.7,38.46,0.74,37.6,105.09, 
34.7,66.61,16.95,35.83,0.72,37.6,105.26, 
33.68,67.36,15.77,33.41,0.7,37.6,105.43, 
33.78,69.68,16.24,36.3,0.64,37.6,105.6, 
30.63,64.15,11.53,26.01,0.55,37.6,105.77, 
29.96,62.6,10.07,21.8,0.52,37.6,105.94, 
28.07,57.79,9.07,18.67,0.48,37.6,106.11, 
26.78,54.39,8.67,16.22,0.47,37.59,106.28, 
26.63,52.02,8.87,15,0.48,37.59,106.45, 
27.39,50.8,9.44,15.04,0.51,37.59,106.63, 
29.09,50.51,10.97,15.95,0.53,37.59,106.8, 
30.34,49.31,11.97,13.66,0.52,37.59,106.97, 
30.34,46.45,11.85,9.96,0.49,37.58,107.14, 
30.78,45.17,12.51,9.55,0.46,37.58,107.31, 
30.65,44.06,14.23,10.64,0.44,37.58,107.48, 
30.36,43.96,16.36,12.81,0.46,37.57,107.65, 
28.57,41.83,14.99,12.78,0.46,37.57,107.82, 
26.55,39,14.96,13.37,0.49,37.57,107.99, 
25.17,37.11,15.64,14.18,0.53,37.56,108.16, 
25.33,38.47,18.1,17.55,0.65,37.56,108.34, 
24.73,39.63,18.3,20.23,0.74,37.55,108.51, 
26.05,44.13,20.21,25.59,0.87,37.55,108.68, 
29.18,52.58,24.89,35.54,1.08,37.54,108.85, 
31.16,58.92,24.57,38.85,1.18,37.54,109.02, 
32.71,63.17,23.83,40.49,1.23,37.53,109.19, 
34.49,68.07,25.1,44.01,1.31,37.53,109.36, 
36.81,72.24,27.44,47.76,1.36,37.52,109.53, 
40.4,79.3,30.7,52.31,1.4,37.52,109.7, 
44.85,86.72,33.76,56.79,1.43,37.51,109.87, 
50.26,95.38,36.85,61.07,1.45,37.51,110.04, 
54.61,101.72,40.85,64.36,1.47,37.5,110.21, 
60.47,109.99,48.11,67.79,1.51,37.49,110.38, 
66.94,121.26,59.83,69.18,1.53,37.48,110.56, 
91.15,175.6,114.12,72.48,1.96,37.48,110.73, 
90.33,170.99,106.97,73.69,1.86,37.47,110.9, 
82.82,147.37,73.93,72.04,1.53,37.46,111.07, 
77.8,135.92,61.05,71.52,1.35,37.45,111.24, 
76.79,135,59.17,69.86,1.32,37.45,111.41, 
79.88,143.34,62.53,71.55,1.4,37.44,111.58, 
90.18,170.21,77.16,77.72,1.72,37.43,111.75, 
90.7,175.26,65.96,82.11,1.65,37.42,111.92, 
96.65,196.4,51.43,86.49,1.61,37.41,112.09, 
100.98,208.87,43.01,89.45,1.53,37.4,112.26, 
116.73,234.76,42.93,85.46,1.76,37.39,112.43, 
125.93,229.19,41.69,78.88,1.87,37.38,112.6, 
115.96,207.34,36.46,76.38,1.7,37.37,112.77, 
105.82,187.14,31.9,72.72,1.5,37.36,112.94, 
102.95,181.84,27.65,68.04,1.44,37.35,113.11, 
101.26,178.93,27.08,67.08,1.42,37.34,113.28, 
99.99,176.9,24.77,65.15,1.38,37.33,113.45, 
99.69,177.04,21.84,63.34,1.35,37.32,113.62, 
103.51,186.59,19.39,65.25,1.33,37.31,113.79, 
107.96,199.66,18.28,68.33,1.34,37.3,113.96, 
116.03,223.27,17.89,70.69,1.44,37.29,114.13, 
143.54,285.35,20.05,72.92,1.83,37.28,114.3, 
165.54,336.98,18.19,73.46,2.05,37.26,114.47, 
174.18,362.34,14.77,71.93,2.03,37.25,114.64, 
165.97,353.56,13.04,69.53,1.84,37.24,114.81, 
155.26,334.67,13.1,67.92,1.74,37.23,114.98, 
148.09,318.71,13.63,67.24,1.7,37.21,115.15, 
145.62,313.04,14.46,67.72,1.74,37.2,115.32, 
144.2,316.38,15.41,68.68,1.83,37.19,115.49, 
138.41,309.75,16.23,68.63,1.81,37.17,115.66, 
132.99,299.09,16.86,68.74,1.7,37.16,115.83, 
138.21,303.29,18.35,70.75,1.71,37.15,116, 
152.67,316.46,19.87,72.6,1.79,37.13,116.17, 
155.94,320.08,20.11,73.48,1.85,37.12,116.33, 
156.36,318.56,20.02,72.63,1.86,37.1,116.5, 
